,title,ingredients,steps,url
525,低脂朱古力鬆餅,"['燕麥2湯匙 ', '麵粉100克  ', '無鹽牛油80克  ', '糖3湯匙', '原味低脂乳酪1杯  ', '朱古力粉2湯匙 ', '梳打粉1茶匙', '蛋1隻']","['預熱焗爐至 170 ℃。', '先將牛油用打蛋器以中速打至軟身，慢慢加入砂糖，打至白色軟身忌廉狀，蛋打勻分小份加入，繼續打 2 分鐘至忌廉狀。 ', '將麵粉及梳打粉篩勻，分兩次用橡膠杓輕輕地拌入 (2) 中。 ', '加入乳酪攪拌至完全均勻。', '最後加入朱古力粉和燕麥拌勻。', '將麵糊平均注入鬆餅盤，中放入焗爐焗 20-25 分鐘。']",https://www.towngascooking.com/tc/Recipe/detail/541
526,奇異果芒果炒帶子,"['帶子200 克', '奇異果、芒果各 1 個', '胡椒粉、鹽、糖少許']","['帶子用調味料稍醃，奇異果、芒果均用小勺挖球形 (或切塊)，並用熱水浸熱。', '用熱油略炸帶子盛起，連同奇異果、芒果再炒勻調味即成。']",https://www.towngascooking.com/tc/Recipe/detail/542
527,豆香芒果汁,"['低糖豆漿1杯', '芒果1個', '冰塊適量']","['芒果去皮、起肉、切條。', '將所有材料放入攪拌機打成汁。']",https://www.towngascooking.com/tc/Recipe/detail/543
528,薑檸綠茶,"['薑汁1 湯匙 ', '檸檬汁1 茶匙   ', '蜜糖1 湯匙    ', '綠茶2 杯 ', '冰粒數粒']","['薑汁、檸檬汁、蜜糖倒入綠茶中，拌勻。', '加入冰粒。 ']",https://www.towngascooking.com/tc/Recipe/detail/544
529,蜜瓜炒帶子,"['蜜瓜、哈密瓜各 720 克', '帶子480 克', '草莓160 克', '雞蛋1 隻', '麵包糠 (麵包末)1/2 杯', '紅蘿蔔1/4 個', '薑、蔥、蒜少許', '鹽、芡粉、花生油少許']","['將蜜瓜等瓜肉用小勺挖成球形；雞蛋攪散；紅蘿蔔切片。', '帶子用調味料醃片刻，取其中數粒沾雞蛋液，撲上麵包糠放入熱油中炸至金黃色取出備用；餘下的帶子放沸水略煮瀝乾，用熱油略炸備用。', '起油鍋，爆香薑蔥，加紅蘿蔔片和煮過的帶子，放入一半之蜜瓜和哈密瓜，加鹽、糖和芡料，炒勻盛碟中，碟旁用炸帶子、草莓和剩下的瓜球圍繞，一同食用即可。']",https://www.towngascooking.com/tc/Recipe/detail/545
530,香蘋班戟,"['全麥麵粉1 1/3杯 ', '低脂奶2/3杯    ', '提子乾1/4杯  ', '蘋果 (連皮切粒)1個   ', '蛋3隻  ', '蜜糖1/3杯 ']","['蛋打勻，拌入低脂奶和蜜糖，倒入全麥麵粉，攪拌成粉漿。 ', '拌入提子乾及蘋果粒。 ', '燒熱易潔鑊，每次舀一湯匙粉漿於鑊中，逐塊煎成金黃色。 ']",https://www.towngascooking.com/tc/Recipe/detail/546
531,纖素麥餅,"['燕麥片3 杯 ', '果仁1/2 杯', '松子1/2 杯 ', '核桃肉1/2 杯 ', '豆奶1/2 杯 ', '香蕉1 隻 ', '黑芝麻1 湯匙', '鹽1/2 茶匙']","['預熱焗爐至 攝氏180度。  ', '香蕉壓成蓉，加入豆奶及燕麥片拌勻。 ', '加入餘下材料，搓成 12 小份。 ', '將燕麥餅放入焗爐焗 5 分鐘。 ', '將燕麥餅翻面，再焗 5 分鐘至金黃色。 ']",https://www.towngascooking.com/tc/Recipe/detail/547
532,奇異果蜜瓜炒蝦仁,"['奇異果5 個', '蜜瓜1/4 個', '檸檬1 個', '草莓6 個', '芫荽6 條', '鮮蝦400 克', '紅椒1 隻', '上湯1/2 杯']","['奇異果、蜜瓜剝皮切片；檸檬半個切片，半個榨汁；蝦挑去背上黑線腸，去殼用熱油略炒 (或略煮去殼)。', '燒熱上湯，加鹽、芡粉、奇異果、蜜瓜片和少許檸檬汁，再加蝦仁炒勻。', '把草莓、檸檬片、芫荽、紅椒圍放碟邊(或加入同炒)伴食。']",https://www.towngascooking.com/tc/Recipe/detail/548
533,至浪漫Valentine朱古力,"['黑朱古力70克 (約半包) ', '卜卜米25克 (1細盒)', '粟米片25克 (1細盒)', '士多啤梨4粒 ', '朱古力粉適量 ', '特別用具﹕', '朱古力紙模(細)']","['士多啤梨切小粒，備用。 ', '粟米片稍為捏碎混合卜卜米。', '朱古力隔水以微火煮溶，需不停攪拌。 ', '粟米片拌入朱古力醬，不停攪拌; 灑上土多啤梨粒拌勻。 ', '將 (4) 倒入朱古力紙內，灑上朱古力粉。', '將成品放入櫃雪，待凝固即成。 ']",https://www.towngascooking.com/tc/Recipe/detail/549
534,奧米加輕型Pizza,"['水浸吞拿魚60 克', '彼得包1 個', '低脂芝士1 片', '粟米粒1/2 碗', '雜豆1/2 碗', '紫菜碎2 湯匙', '茄膏2 湯匙', '低脂沙律醬4 茶匙 ', '黑胡椒少許']","['吞拿魚隔水後，加入少許黑胡椒調味。', '雜豆用水灼熟後瀝乾，加入粟米粒及低脂沙律醬與吞拿魚拌勻。 ', '彼得包用易潔鑊以白鑊煎至金黃，切開分成兩半。', '在彼得包內加入所有材料 (芝士除外)。 ', '芝士切條，放在彼得包內，將芝士熱融即成。']",https://www.towngascooking.com/tc/Recipe/detail/550
535,咖哩雜菌炒烏冬,"['金菇100 克', '秀珍菇80 克', '鮮冬菇3 隻', '烏冬 (熟)1 包', '白豆腐乾1/2 片', '咖哩粉 1 湯匙', '薑蓉2 茶匙', '油2 茶匙', '水1 湯匙', '鹽1 茶匙', '糖1/2 茶匙']","['將雜菌洗淨。', '冬菇、秀珍菇飛水，瀝乾。將白豆腐乾切條。 ', '燒熱鑊，下油，爆香薑蓉。轉至慢火，放入咖哩粉拌勻。', '加入雜菌﹑烏冬及調味料抄勻即可。 ']",https://www.towngascooking.com/tc/Recipe/detail/551
536,菠蘿必勝包,"['菠蘿圈1 片', '低脂火腿1 片', '低脂芝士1 片', '茄膏1 湯匙', '厚方包1 片']","['預熱焗爐至 190 ℃ / 375 ℉。', '塗茄膏在厚方包上，放上火腿。 ', '再放上菠蘿和芝士，放入焗爐烘約 3 至 4 分鐘，待芝士烘融，即成。']",https://www.towngascooking.com/tc/Recipe/detail/552
537,荔枝炒蝦仁,"['鮮蝦、荔枝各 320 克', '紅蘿蔔1/4 個', '薑片、蔥段、蒜茸各適量', '酒、鹽、糖各少許']","['荔枝剝皮去核，切成兩半；蝦去頭去殼，挑去線腸；紅蘿蔔去皮切片。', '蝦加調味料，用熱油略炒。', '起油鍋，爆香薑蔥蒜，放下蝦仁與荔枝肉同炒至蝦仁熟即可。']",https://www.towngascooking.com/tc/Recipe/detail/553
538,桃李炒雞肉蝦卷,"['啤梨、蜜桃各 1 個', '雞肉、中蝦、菜心 (油菜)各160 克', '火腿80 克', '蒜茸、薑片 -少許', '上湯1 杯', '薑汁、鹽、糖適量']","['雞肉切大片；蝦去殼去腸，在背部切一刀 (不切斷) 成蝦片，與雞肉片同用調味料醃 15 分鐘；菜心用上湯煨熟，與火腿同切段；桃李去皮去核去心，切條。', '把雞片、蝦片分別捲上菜心、火腿各 1 條，用芡粉黏口，用油稍炸備用。', '起油鍋，爆香薑片、蒜茸，下雞肉蝦卷和桃李略炒，用鹽、糖調味加芡炒勻即可。']",https://www.towngascooking.com/tc/Recipe/detail/554
539,果仁筍粒炒帶子蝦仁,"['夏威夷果仁80 克', '冬筍粒、蘆筍粒各 80 克', '帶子4 個', '鮮蝦160 克', '紅蘿蔔1/4 個', '胡椒粉、鹽、糖適量']","['蝦去頭去殼，挑出黑線腸；紅蘿蔔去皮，切粒。', '帶子、蝦仁先用油略炒盛起。', '起油鍋，放下冬筍粒、蘆筍粒和紅蘿蔔粒炒勻，加入帶子蝦仁略炒，略加水稍燜後放調味料，再加果仁炒勻即成。']",https://www.towngascooking.com/tc/Recipe/detail/555
540,啤梨蒜心炒鮮蚌,"['啤梨2 個', '蒜心120 克', '桂花蚌640 克', '大紅椒1 隻', '紅蘿蔔 1/4 個', '蒜茸少許', '上湯1/2 杯', '鹽、花生油、芡粉少許']","['啤梨去皮去心，切成塊；桂花蚌去殼取肉，用調味料醃 1 小時，放沸水中略煮後瀝乾備用。', '蒜心切段，用沸水略煮瀝乾；紅蘿蔔去皮，紅椒去籽，洗淨切絲。', '起油鍋，爆香蒜茸，炒紅蘿蔔片，放蚌肉、蒜心炒勻，最後下紅椒絲和梨，加鹽和上湯、芡粉炒勻即可。']",https://www.towngascooking.com/tc/Recipe/detail/556
541,酸菜牛柳絲,"['牛柳240 克', '潮州鹹菜2 塊', '木耳6 朵', '油2 湯匙', '酒1 茶匙', '紅椒絲和芝麻各少許', '鹽1/3 茶匙', '糖少許', '麻油少許', '生抽1/2 茶匙', '醃料：', '糖1/8 茶匙', '生粉1/2 茶匙', '胡椒粉少許']","['鹹菜 (又稱「鹹酸菜」)洗淨，切絲，用溫水浸片刻，桶乾水分；木耳浸軟，洗淨備用。', '牛柳洗淨抹乾，切絲，加入醃料拌勻，炮\ued61油，取出瀝去油分。', '燒熱油兩湯匙，放下鹹菜炒熟，加加入鹽、糖和水適量炒勻，放下木耳、紅椒，牛柳回鑊，灒酒，調味，加水溶生粉勾薄芡上碟，撒上芝麻便成。']",https://www.towngascooking.com/tc/Recipe/detail/557
542,荔枝馬蹄海鮮盒,"['荔枝、馬蹄、凍帶子各 4 個', '鮮蝦320 克', '黃瓜、茄子、洋蔥各 1/2 個', '番茄、檸檬各 1 個', '胡椒粉、芫荽、麻油各少許', '牛油1 小塊', '春卷皮3 張']","['先用蛋清 (蛋白) 將 3 張春卷皮黏成一厚張，放熱油中炸成一盆盒狀，拿起放碟中。', '荔枝去皮去核，一分為二；鮮蝦挑去腸線洗淨，用胡椒粉和酒稍醃過去腥；檸檬一切為二，去籽榨汁；馬蹄等去皮切塊。', '先用油爆香洋蔥，放鮮蝦和帶子略炒，將熟時再加其他用料炒熟，用鹽調味後一併盛入春卷皮盒內。', '在鍋中將牛油溶化，加入檸檬汁攪勻，淋進碟內盒周圍即可。']",https://www.towngascooking.com/tc/Recipe/detail/558
543,蘆筍斑塊,"['蘆筍240 克', '石斑肉320 克', '薑片、甘筍各數片', '蔥白4 條', '蒜頭2 粒', '酒1/2 湯匙', '油2 湯匙', '鹽1/2 茶匙', '糖1/4 茶匙', '酒、生粉各 1 茶匙', '蛋白1/2 隻', '胡椒粉少許', '油1 湯匙', '生抽、生粉各 1/2 茶匙', '鹽、糖 各 1/4 茶匙', '麻油少許', '水1 1/2 湯匙']","['石斑肉洗淨，抹乾，直紋切約五厘米長方塊，加入醃料拌勻，醃 20 分鐘，炮嫩油，取出，瀝去油。', '蘆筍削去梗皮，斜切片，放入加油、鹽之滾水內燙一燙取出，在冷水中浸一浸，瀝去水分。', '蔥白切段，蒜頭去衣拍裂。', '燒熱油兩湯匙，爆香蒜肉棄去，放入薑片、甘筍、蔥白，魚肉回鑊，加入蘆筍，灒酒，拌勻芡汁料埋芡，兜勻上碟。']",https://www.towngascooking.com/tc/Recipe/detail/559
544,炸鮮果豆腐卷,"['奇異果5 個', '西柚、橙各 1 個', '芒果、啤梨各 2 個', '蜜瓜、哈密瓜各 640 克', '豆腐3 塊', '威化紙4 張', '糖60 克', '白醋80 克', '上湯、脆漿 (雞蛋、麵粉漿)各適量']","['豆腐切成 24 條，用上湯、鹽和糖浸泡入味；芒果和瓜類、啤梨分別去皮去核，均切成 24 條。', '用威化紙捲入豆腐和瓜、果各 1 條，沾脆漿放滾油中炸至金黃，撈出瀝乾放碟中。', '把西柚頂部剖開，挖出果肉留外殼；將 3 個奇異果去皮，加糖、白醋，攪打成漿，盛入果殼內做為蘸料；其餘的奇異果和橙，可去皮切片，圍放碟邊做伴食。']",https://www.towngascooking.com/tc/Recipe/detail/560
545,香煎蓮藕雞,"['粉蓮藕320 克', '雞胸肉640 克', '熟冬菇粒、紅蘿蔔粒、洋蔥粒各 1 湯匙', '芡粉3 湯匙', '青瓜、番茄各 1 個', '牛油1 小塊', '白醋2 茶匙', '胡椒粉、鹽、糖各少許']","['蓮藕洗淨，用攪拌機研成茸，加入冬菇粒、紅蘿蔔粒、生粉和鹽、糖、胡椒粉攪勻，隔水蒸熟後放鍋中用牛油煎香放碟中。', '雞胸肉洗淨，用鹽和胡椒粉醃過分成 1/2 小塊，用牛油煎熟放碟中。', '青瓜、番茄洗淨，放碟周圍。', '用牛油煎香洋蔥粒，加入白醋和鹽，淋下碟中各物上即可。']",https://www.towngascooking.com/tc/Recipe/detail/561
546,奇異果伴玉帶,"['急凍帶子240 克', '奇異果2 個', '菠蘿蜜80 克', '甘筍數片', '薑茸1 茶匙', '酒1 茶匙', '油2 湯匙', '鹽1/3 茶匙', '胡椒粉、生粉各少許']","['帶子解凍，洗淨，抹乾水分，加入醃料拌勻，炮嫩油備用。', '奇異果去皮切塊；菠蘿蜜切成圓形片。', '燒熱油兩湯匙，爆香薑茸，帶子回鑊炒熟，灒酒，加入甘筍片、奇異果和菠蘿蜜，炒拌均勻即可。']",https://www.towngascooking.com/tc/Recipe/detail/562
547,雜果黃魚,"['菠蘿1/4 個', '蘋果、橙各 1 個', '木瓜1/2 個', '青紅櫻桃各 5 粒', '紅蘿蔔1/4 個', '黃魚1 條 (850 克)', '鹽、酒、薑汁少許', '雞蛋1 隻']","['把蘋果、橙、木瓜剝皮去籽，紅蘿蔔去皮，與青、紅櫻桃等分別切粒；菠蘿去硬皮取肉，2/3 攪成泥狀，1/3 切粒。', '將菠蘿泥、粒和水果粒調以糖、白醋、芡粉，混合成汁。', '黃魚\ueb7b淨，去主骨，在魚身上切數刀 (不切斷)，用調味料抹勻，沾芡粉放滾油中炸至金黃，瀝乾擺碟中。', '將水果汁料煮沸，淋在魚身上即可。']",https://www.towngascooking.com/tc/Recipe/detail/563
548,瓜果涼拌雞鴨絲,"['奇異果3 個', '蜜瓜、哈密瓜各 160 克', '番茄、青紅燈籠椒各 1 個', '紅蘿蔔1/4 個', '熟雞絲、燒鴨絲各 160 克', '拌料：', '花生醬 (或芝麻醬)、糖、白醋、鹽和上湯一同攪勻']","['奇異果剝皮切片，擺放碟邊；瓜和辣椒均切絲，彼此相間放碟旁。', '雞絲擺碟中，鴨絲放其上，番茄剝皮切片伴以四周。', '淋上拌料或蘸以拌料即可食用。']",https://www.towngascooking.com/tc/Recipe/detail/564
549,西梅牛油果涼拌蝦,"['去核西梅8 粒', '牛油果1 個', '中蝦12 隻', '檸檬汁、白酒、鹽、菜葉各少許', '辣椒汁2 湯匙', '檸檬汁1 茶匙']","['將蝦用鹽、白酒醃勻，煮熟去殼備用。', '將牛油果切半，去皮取核切塊，用檸檬汁稍為醃勻。', '用菜葉墊底，將蝦、牛油果及西梅擺上面，最後淋上辣椒汁、檸檬汁拌勻即成。']",https://www.towngascooking.com/tc/Recipe/detail/565
550,西瓜蝦球,"['無核西瓜2 公斤', '蝦肉640 克', '青瓜160 克', '雞粉、鹽、胡椒粉、麻油適量']","['西瓜去皮，一半西瓜用匙挖成小球備用，另一半切成三角形擺放碟邊；蝦肉加少許花生油用攪拌器攪成蝦膠。', '加一半調味料入蝦膠拌勻，做成蝦球蒸 5 分鐘至熟，置碟中；西瓜球擺上面，青瓜切片圍四周。', '起油鍋，將剩下的調味料加芡淋在西瓜蝦球上即成。']",https://www.towngascooking.com/tc/Recipe/detail/566
551,雪梨冬菇燜雞,"['雪梨4 個', '雞翼8 隻', '冬菇6 個', '薑片、酒少許', '上湯1 1/2 杯', '蠔油1 湯匙', '糖1 茶匙', '鹽1/2 茶匙', '醬油 (生抽)1/2 湯匙', '麻油1/4 茶匙']","['雞翼洗淨抹乾，以醬油、芡粉、花生油及鹽調味備用；以熱水浸軟冬菇去蒂，切半；雪梨洗淨，去皮去心切塊(或切條)。', '用油爆香薑片，放雞翼煎香並取出，放冬菇略炒，再放回雞翅加酒和調味料，灼燜 15 分鐘，加梨塊炒勻加芡即成。']",https://www.towngascooking.com/tc/Recipe/detail/567
552,西梅番薯串燒,"['去核西梅320 克', '紅心番薯640 克', '青椒1 隻', '濃縮橙汁3 湯匙', '生抽1 湯匙', '蒜末少許', '9-10 厘米長的竹籤6 支']","['將西梅、橙汁、醬油和蒜末攪勻，竹籤浸水，取出備用。', '番薯用沸水煮熟，去皮切塊；青椒去籽切塊備用。', '將西梅、青椒、番薯塊相間用竹籤串起，以剩下的汁水抹勻，放入焗爐內以中火烤至汁乾，以豬、牛或雞塊伴食即可。']",https://www.towngascooking.com/tc/Recipe/detail/568
553,蜜桃芒果蜜餞烤雞,"['蜜桃罐頭1 個', '芒果乾1 包', '雞1 隻', '蔥粒1/4 杯']","['瀝乾蜜桃罐頭中之汁備用，取出蜜桃塊，把芒果乾與 1/4 杯蜜桃汁攪勻。', '把雞\ueb7b淨，切為 8 塊，用沸水燙過，雞皮朝下排放在烤盆內，用華氏 400 度烤10分鐘，取出把雞油瀝出。', '用掃蘸蜜桃汁抹勻雞塊表面，將蜜桃、蔥粒放雞塊上再烤 10 分鐘 (間中可取出將剩餘的蜜桃汁全部搽抹在雞塊上) 即可。']",https://www.towngascooking.com/tc/Recipe/detail/569
554,通菜魚柳,"['通菜480 克', '石斑肉240 克', '蔥2 條', '甘筍、薑各數片', '蒜頭2 粒', '酒1 茶匙', '油2 湯匙', '鹽1/2 茶匙', '酒、生粉各 1 茶匙', '糖1/4 茶匙', '蛋白1 湯匙', '胡椒粉少許', '油1 湯匙', '生抽、生粉各 1/2 茶匙', '水1 湯匙', '麻油數滴']","['通菜原條洗淨，摘段；甘筍、薑均切花片；蔥切段；蒜頭去衣剁茸。', '魚肉切約六厘米長粗條，加入醃料醃片刻。', '燒熱多量油，將魚柳炮油至八成熟，取出，瀝去油。', '燒熱油一湯匙，炒香蒜茸，放下通菜，灑水和鹽各少許，炒熟上碟。', '燒熱油一湯匙，爆香蔥段棄去，加入薑、甘筍，魚柳回鑊，灒酒，拌勻芡汁料埋芡兜勻，放在通菜上面即成。']",https://www.towngascooking.com/tc/Recipe/detail/570
555,芒果牛肉卷,"['芒果10 個', '牛肉400 克', '麵包糠 (乾麵包末)1/2 杯', '雞蛋1 隻', '洋蔥粒1/3 杯', '素上湯1 杯']","['先將芒果去皮去核；牛肉攪碎成茸，加鹽和胡椒粉、糖調味。', '把 8 個芒果和鹹牛肉末、麵包糠加 1/2 杯素上湯攪勻，搓成一長卷放焗爐內，以華氏 375 度烤 30 分鐘取出。', '將餘下的 2 個芒果加入 1/2 杯素上湯、芡粉攪勻煮熱，淋上牛肉卷即可。']",https://www.towngascooking.com/tc/Recipe/detail/571
556,香蕉三文魚卷,"['香蕉640 克', '春卷皮4 張', '凍三文魚肉4 塊 (共約 320 克)', '牛油1 塊', '魚子醬、胡椒粉少許', '其他水果或蔬菜少許', '香檳酒3/4 杯 (200 毫升)', '魚湯1/2 杯', '乾蔥粒4 \ue9df (160 克)', '沙律醬 (卡夫醬)1/2 杯']","['將香蕉去皮壓成蕉茸；三文魚塊用鹽及胡椒粉醃過。', '將每張春卷皮內塗上牛油，分別先鋪上一層香蕉茸，再放上一魚塊並包成卷，放入焗爐內用中火烤 7-10 分鐘，取出放盤中。', '將調味料煮濃，分別淋在魚卷周圍，碟旁再伴以其他煮熟的蔬菜即可。']",https://www.towngascooking.com/tc/Recipe/detail/572
558,海鮮釀牛油果,"['牛油果1 個', '蝦肉、帶子、石斑魚肉各160 克', '洋蔥粒、白草菇粒共 1/4 杯', '淡奶、椰汁、牛油各適量', '芝士粉少許']","['牛油果縱切開兩半去核，挖出果肉剁成茸，果殼留用；蝦肉加少許油用攪拌機研碎起膠；帶子、魚肉切成粒。', '蝦膠、帶子粒、魚肉粒、洋蔥粒、白草菇粒同拌勻，加入淡奶、椰汁、牛油再拌勻，最後拌合牛油果茸成餡料。', '將餡料釀入牛油果殼內，撒上芝士粉，放入焗爐中烤約 10 分鐘即可。']",https://www.towngascooking.com/tc/Recipe/detail/574
559,木瓜雞肉盅,"['木瓜1 個', '雞肉、瘦豬肉各 80 克', '冬菇4 朵', '上湯1 杯']","['剖開木瓜頂部，去瓜瓤，頂部做蓋備用。', '冬菇用溫水浸軟，去蒂切粒；雞肉等均切粒，與冬菇粒一同用滾水略煮過，瀝乾水後放瓜盅內，加上湯和瓜蓋，隔沸水燉約半小時調味即成。']",https://www.towngascooking.com/tc/Recipe/detail/575
560,蘋果雞肉盅,"['大蘋果1 個 (約 640 克)', '嫩雞1 隻 (約 840 克)', '冬菇6 粒', '紅蘿蔔1/3 個', '芹菜1/2 條', '雞蛋1 隻', '鹽、糖、胡椒粉、芡粉各少許']","['將蘋果頂部橫切開，取走果心，果肉切粒，果殼留下備用。', '紅蘿蔔去皮，冬菇用熱水浸軟去蒂，與芹菜共洗淨全切粒。', '雞起肉切粒，用調味料醃 20 分鐘。', '起油鍋，炒熟雞肉粒盛起，再爆香果粒、冬菇粒等，加雞肉粒炒勻，打芡，全部盛入蘋果空殼內即可。']",https://www.towngascooking.com/tc/Recipe/detail/576
561,果仁雜菜菠蘿船,"['新鮮大菠蘿1 個', '夏威夷果仁240 克', '紅蘿蔔、白草菇、鮮菇、芹菜、馬蹄各 60 克', '鹽、糖、花生油各適量']","['將菠蘿橫切，挖起肉切粒，空殼留用。', '芹菜、鮮菇、白草菇等切粗粒，紅蘿蔔、馬蹄剝皮切粒，青椒去籽切粒，同放油鍋中炒勻，加調味料和少量水燜 5 分鐘。', '炒香果仁和菠蘿肉粒，加入全部雜菜粒炒勻，裝進似船形的菠蘿殼內即成。']",https://www.towngascooking.com/tc/Recipe/detail/577
562,芝麻手撕雞,"['光雞1/2 隻', '青瓜絲1/2 杯', '紅蘿蔔絲1/2 杯', '西芹1/2 杯', '白芝麻2 茶匙', '芫茜1 棵', '鹵水汁：', '水4 杯', '生抽1/2 杯', '老抽1/4 杯', '糖1/4 杯', '八角2 粒', '薑2 片', '紹酒2 湯匙']","['光雞沖洗乾淨，抹乾，備用。', '鹵水汁煮滾，改用中慢火熬 15 分鐘。', '光雞置入鹵水汁內，煮至翻滾，改用中慢火浸煮至熟，約 20 分鐘，離火後，多浸 10 分鐘。', '將雞起肉，撕成幼條，待用。', '白芝麻放入乾鑊內，以慢火拌炒，至金黃香口，取出候用。', '將青瓜、紅蘿蔔及西芹絲鋪在碟內，再以雞肉排放上面，淋上適量鹵水汁，灑上已炒香的芝麻，以芫茜裝飾。']",https://www.towngascooking.com/tc/Recipe/detail/578
563,毛豆蝦仁,"['毛豆100 克  ', '中蝦200 克  ', '粟米粒1/2 杯  ', '粟米油2 茶匙', '鹽1/3 茶匙', '胡椒粉少許', '檸檬汁1 湯匙   ', '粟粉1 茶匙   ', '蝦醃料：', '鹽1/3 茶匙', '胡椒粉適量', '酒適量    ', '粟粉1 茶匙']","['中蝦去殼、挑腸、洗淨、抹乾，加入醃料醃片刻。', '毛豆洗淨，放入滾水中煮熟，瀝乾。', '燒熱鑊，下油。放入蝦仁，炒至半熟。下毛豆，炒至所有材料全熟。調味料先拌勻，下鑊炒勻。']",https://www.towngascooking.com/tc/Recipe/detail/579
564,杞子龍柳粉絲,"['龍\ue77f柳200 克', '粉絲 (浸軟)1 碗', '薑絲3 片', '蔥2-3 條', '杞子10-15 粒', '甘筍1/2 條', '冬菇 (大)5 隻', '胡椒粉少訐', '鹽1/2 茶匙', '麻油2 茶匙']","['將龍\ue77f柳斜切厚片，以胡椒粉、鹽及麻油醃 15 分鐘。', '甘筍切成長方形薄片，冬菇浸軟切一半。杞子浸軟，薑切絲，蔥切段。', '將浸軟的粉絲放碟上，再在上面放上一片魚柳、一片甘荀及一片冬菇，如此重覆排好。放上杞子、蔥及薑絲。', '蒸 10 分鐘即可。']",https://www.towngascooking.com/tc/Recipe/detail/580
565,鯇魚片雪耳雪梨湯,"['鯇魚脊肉1 條    ', '雪耳 (浸軟)80 克   ', '雪梨1 個   ', '清水4 碗', '薑2 片    ', '芫荽少許', '鹽1/2 茶匙']","['鯇魚肉洗淨、切片。', '清水煲滾，放入薑、芫荽、雪耳、雪梨。', '水滾後，放入鯇魚片，再滾起時，立即熄火，下鹽調味。']",https://www.towngascooking.com/tc/Recipe/detail/581
566,風味龍井魚片,"['三文魚塊160 克', '龍井茶葉4 湯匙', '滾水1 杯', '芥花籽油2 茶匙', '醃料:', '豉油1 湯匙', '鹽1/2 茶匙', '酒少許', '胡椒粉少許', '粟粉適量', '水適量']","['茶葉用熱水 1 杯泡焗，撈起茶葉瀝乾。', '三文魚起肉切厚片(約 8 片)，下醃料醃 1-2 小時。', '下油，炒茶葉數遍，下三文魚用中火煎至金黃色，上碟。', '將餘下的茶下鑊加入鹽及粟粉水煮成芡汁，淋上魚塊。']",https://www.towngascooking.com/tc/Recipe/detail/582
567,木瓜紅蘿蔔玉米粥,"['木瓜、紅蘿蔔各 80 克', '粟米罐頭1 個', '粳米80 克', '上湯適量']","['木瓜去皮去籽，紅蘿蔔去皮蒸熟，同放入攪拌機內攪成茸備用。', '粳米加水、上湯煮成粥。', '將木瓜、紅蘿蔔茸等加入粥內，並放入罐頭粟米，煮沸後加入鹽攪勻即成。']",https://www.towngascooking.com/tc/Recipe/detail/583
568,辣椒蒜蓉八爪魚,"['紅辣椒2 隻', '八爪魚仔160 克', '八爪魚醃料﹕', '橄欖油2 茶匙', '檸檬汁1/3 杯', '蒜蓉6 粒', '白酒1 湯匙', '鹽1/3 茶匙', '胡椒粉少許']","['紅辣椒切小粒。', '將所有材料加入醃料，放入雪櫃醃最少 3 小時。', '預熱焗爐至 180°C。', '將已醃八爪魚仔放入焗爐焗 15-20 分鐘，即可享用。']",https://www.towngascooking.com/tc/Recipe/detail/584
569,蜜桃肉腸通粉,"['蜜桃2 個', '肉腸、通心粉各 320 克', '洋蔥1 個', '青燈籠椒6 隻', '白酒、芝士粉各 1/4 杯', '菜油 (或花生油)1 湯匙', '番茄醬2 湯匙', '番茄4 個']","['將蜜桃去皮去核，洋蔥、番茄去皮，青椒去籽，與肉腸均切塊。', '燒熱油鍋，爆香洋蔥，加入肉腸炒勻，轉中火煮約 2 分鐘，放入番茄、番茄醬、糖和少量水，以慢火煮 5 分鐘略攪拌，再加入青椒粒煮 2 分鐘熄火，最後將蜜桃塊放入攪勻盛起。', '煮熟通心粉，並將蜜桃肉腸醬汁淋在粉上，灑上芝士粉即可。']",https://www.towngascooking.com/tc/Recipe/detail/585
570,雜果雞汁飯,"['西梅蜜餞、杏甫、核桃、腰果各 1/4 杯', '椰肉2 湯匙', '雞湯3 杯', '洋蔥1 個', '芫荽2 株', '粳米1 1/2 杯', '薑、蔥、蒜粒各少許']","['洋蔥去皮切塊；西梅、杏甫去核，與核桃、腰果等切碎；粳米煮至半熟，撈起備用。', '燒紅油鍋，爆香洋蔥，加薑、蒜、芫茜、鹽及胡椒粉炒勻，加入粳米再炒勻，倒進雞湯煮沸轉慢火，加蓋煮約 15 分鐘，成飯盛於碟中。', '爆香蔥粒，加入西梅、杏甫等果仁和椰肉略炒，放在飯面上即可。']",https://www.towngascooking.com/tc/Recipe/detail/586
571,蘆筍煎蝦碌,"['蘆筍250 克', '大蝦5 隻 (200 克)', '紅椒絲1/4 杯', '薑片2 片', '蔥段1 棵', '酒2 茶匙', '麻油2 茶匙', '蝦醃料﹕', '酒1 茶匙 ', '鹽1/3 茶匙', '粟粉1 茶匙', '水2 湯匙 ', '粟粉1/2 茶匙', '麻油1/2 茶匙', '鹽1/3 茶匙']","['蝦洗淨去殼，用鹽水略浸，瀝乾，用醃料醃 15 分鐘。', '蘆筍洗淨切段，灼至半熟，瀝乾。 ', '燒熱麻油，中火下蝦仁迅速炒勻半熟，盛起。 ', '爆紅椒絲、薑片和蔥段，將蝦仁及蘆筍回鑊，灒酒，炒勻。 ', '取走薑及蔥，埋芡即成。']",https://www.towngascooking.com/tc/Recipe/detail/587
