text,created_at
The Fake News Washington Post Amazonï¿½ï¿½ï¿½s ï¿½ï¿½ï¿½chief lobbyistï¿½ï¿½ï¿½ has another (of many) phony headlines ï¿½ï¿½ï¿½Trump Defiant As China Adds Trade Penalties.ï¿½ï¿½ï¿½ WRONG! Should read ï¿½ï¿½ï¿½Trump Defiant as U.S. Adds Trade Penalties Will End Barriers And Massive  I.P,4/5/2018 13:10
We are not in a trade war with China that war was lost many years ago by the foolish or incompetent people who represented the U.S. Now we have a Trade Deficit of $500 Billion a year with Intellectual Property Theft of another $300 Billion. We cannot let this continue!,4/4/2018 11:22
Received message last night from XI JINPING of China that his meeting with KIM JONG UN went very well and that KIM looks forward to his meeting with me. In the meantime and unfortunately maximum sanctions and pressure must be maintained at all cost!,3/28/2018 10:16
Chinese President XI JINPING and I spoke at length about the meeting with KIM JONG UN of North Korea. President XI told me he appreciates that the U.S. is working to solve the problem diplomatically rather than going with the ominous alternative. China continues to be helpful!,3/10/2018 16:15
Chinese President XI XINPING and I spoke at length about the meeting with KIM JONG UN of North Korea. President XI told me he appreciates that the U.S. is working to solve the problem diplomatically rather than going with the ominous alternative. China continues to be helpful!,3/10/2018 15:22
China has been asked to develop a plan for the year of a One Billion Dollar reduction in their massive Trade Deficit with the United States. Our relationship with China has been a very good one and we look forward to seeing what ideas they come back with. We must act soon!,3/7/2018 15:10
I never said Russia did not meddle in the election I said ï¿½ï¿½ï¿½it may be Russia or China or another country or group or it may be a 400 pound genius sitting in bed and playing with his computer.ï¿½ï¿½ï¿½ The Russian ï¿½ï¿½ï¿½hoaxï¿½ï¿½ï¿½ was that the Trump campaign colluded wit,2/18/2018 12:33
I will be meeting with Henry Kissinger at 1:45pm. Will be discussing North Korea China and the Middle East.,2/8/2018 18:44
Caught RED HANDED - very disappointed that China is allowing oil to go into North Korea. There will never be a friendly solution to the North Korea problem if this continues to happen!,12/28/2017 16:24
The Chinese Envoy who just returned from North Korea seems to have had no impact on Little Rocket Man. Hard to believe his people and the military put up with living in such horrible conditions. Russia and China condemned the launch.,11/30/2017 12:25
Just spoke to President XI JINPING of China concerning the provocative actions of North Korea. Additional major sanctions will be imposed on North Korea today. This situation will be handled!,11/29/2017 14:40
...LaVar you could have spent the next 5 to 10 years during Thanksgiving with your son in China but no NBA contract to support you. But remember LaVar shoplifting is NOT a little thing. Itï¿½ï¿½ï¿½s a really big deal especially in China. Ungrateful,11/22/2017 10:33
It wasnï¿½ï¿½ï¿½t the White House it wasnï¿½ï¿½ï¿½t the State Department it wasnï¿½ï¿½ï¿½t father LaVarï¿½ï¿½ï¿½s so-called people on the ground in China that got his son out of a long term prison sentence - IT WAS ME. Too bad! LaVar is just a poor manï¿½ï¿½ï¿½s version of Don King but ,11/22/2017 10:25
Shoplifting is a very big deal in China as it should be (5-10 years in jail) but not to father LaVar. Should have gotten his son out during my next trip to China instead. China told them why they were released. Very ungrateful!,11/19/2017 23:36
Now that the three basketball players are out of China and saved from years in jail LaVar Ball the father of LiAngelo is unaccepting of what I did for his son and that shoplifting is no big deal. I should have left them in jail!,11/19/2017 17:42
China is sending an Envoy and Delegation to North Korea - A big move we'll see what happens!,11/16/2017 12:43
To the three UCLA basketball players I say:  You're welcome go out and give a big Thank You to President Xi Jinping of China who made.....,11/16/2017 11:30
The failing @nytimes hates the fact that I have developed a great relationship with World leaders like Xi Jinping President of China.....,11/15/2017 16:35
Met with President Putin of Russia who was at #APEC meetings. Good discussions on Syria. Hope for his help to solve along with China the dangerous North Korea crisis. Progress being made.,11/12/2017 0:16
President Xi of China has stated that he is upping the sanctions against #NoKo. Said he wants them to denuclearize. Progress is being made.,11/11/2017 23:32
I am leaving China for #APEC2017 in Vietnam. @FLOTUS Melania is staying behind to see the zoo and of course the Great WALL of China before going to Alaska to greet our AMAZING troops.,11/10/2017 1:17
I donï¿½ï¿½ï¿½t blame China I blame the incompetence of past Admins for allowing China to take advantage of the U.S. on trade leading up to a point where the U.S. is losing $100's of billions. How can you blame China for taking advantage of people that had no clue? I would've done,11/9/2017 23:39
In the coming months and years ahead I look forward to building an even STRONGER relationship between the United States and China. ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,11/9/2017 13:58
Looking forward to a full day of meetings with President Xi and our delegations tomorrow. THANK YOU for the beautiful welcome China! @FLOTUS Melania and I will never forget it! https://t.co/sQoUWIGAiQ,11/8/2017 15:40
Leaving South Korea now heading to China. Looking very much forward to meeting and being with President Xi!,11/8/2017 4:57
Getting ready to make a major speech to the National Assembly here in South Korea then will be headed to China where I very much look forward to meeting with President Xi who is just off his great political victory.,11/8/2017 1:00
Just took off for ceremony @ Pearl Harbor. Will then be heading to Japan SKorea China Vietnam &amp; the Philippines. Will never let you down!,11/3/2017 14:45
Melania and I look forward to being with President Xi &amp; Madame Peng Liyuan in China in two weeks for what will hopefully be a historic trip! https://t.co/uFMonzza7N,10/25/2017 19:39
Spoke to President Xi of China to congratulate him on his extraordinary elevation. Also discussed NoKo &amp; trade two very important subjects!,10/25/2017 19:24
China has a business tax rate of 15%. We should do everything possible to match them in order to win with our economy. Jobs and wages!,9/14/2017 2:22
..North Korea is a rogue nation which has become a great threat and embarrassment to China which is trying to help but with little success.,9/3/2017 11:39
The United Nations Security Council just voted 15-0 to sanction North Korea. China and Russia voted with us. Very big financial impact!,8/5/2017 22:44
...they do NOTHING for us with North Korea just talk. We will no longer allow this to continue. China could easily solve this problem!,7/29/2017 23:35
I am very disappointed in China. Our foolish past leaders have allowed them to make hundreds of billions of dollars a year in trade yet...,7/29/2017 23:29
Leaving Hamburg for Washington D.C. and the WH. Just left Chinaï¿½ï¿½ï¿½s President Xi where we had an excellent meeting on trade &amp; North ,7/8/2017 18:55
Trade between China and North Korea grew almost 40% in the first quarter. So much for China working with us - but we had to give it a try!,7/5/2017 11:21
....and Japan will put up with this much longer. Perhaps China will put a heavy move on North Korea and end this nonsense once and for all!,7/4/2017 2:24
While I greatly appreciate the efforts of President Xi &amp; China to help with North Korea it has not worked out. At least I know China tried!,6/20/2017 18:38
North Korea has shown great disrespect for their neighbor China by shooting off yet another ballistic missile...but China is trying hard!,5/29/2017 12:18
China just agreed that the U.S. will be allowed to sell beef and other major products into China once again. This is REAL news!,5/12/2017 13:20
North Korea disrespected the wishes of China &amp; its highly respected President when it launched though unsuccessfully a missile today. Bad!,4/28/2017 23:26
China is very much the economic lifeline to North Korea so while nothing is easy if they want to solve the North Korean problem they will,4/21/2017 13:04
Why would I call China a currency manipulator when they are working with us on the North Korean problem? We will see what happens!,4/16/2017 12:18
I have great confidence that China will properly deal with North Korea. If they are unable to do so the U.S. with its allies will! U.S.A.,4/13/2017 13:08
Had a very good call last night with the President of China concerning the menace of North Korea.,4/12/2017 12:22
North Korea is looking for trouble. If China decides to help that would be great. If not we will solve the problem without them!  U.S.A.,4/11/2017 12:03
I explained to the President of China that a trade deal with the U.S. will be far better for them if they solve the North Korean problem!,4/11/2017 11:59
It was a great honor to have President Xi Jinping and Madame Peng Liyuan of China as our guests in the United States. Tremendous...,4/8/2017 14:50
The meeting next week with China will be a very difficult one in that we can no longer have massive trade deficits...,3/30/2017 22:16
"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",3/17/2017 13:07
"The failing @nytimes does major FAKE NEWS China story saying ""Mr.Xi has not spoken to Mr. Trump since Nov.14."" We spoke at length yesterday!",2/10/2017 13:35
China has been taking out massive amounts of money &amp; wealth from the U.S. in totally one-sided trade but won't help with North Korea. Nice!,1/2/2017 23:47
We should tell China that we don't want the drone they stole back.- let them keep it!,12/18/2016 0:59
China steals United States Navy research drone in international waters - rips it out of water and takes it to China in unprecedented act.,12/17/2016 13:57
their country (the U.S. doesn't tax them) or to build a massive military complex in the middle of the South China Sea?  I don't think so!,12/4/2016 22:30
Did China ask us if it was OK to devalue their currency (making it hard for our companies to compete) heavily tax our products going into..,12/4/2016 22:23
I have recieved and taken calls from many foreign leaders despite what the failing @nytimes said. Russia U.K. China Saudi Arabia Japan,11/16/2016 12:17
"China wouldn't provide a red carpet stairway from Air Force One and then Philippines President calls Obama ""the son of a whore."" Terrible!",9/6/2016 11:12
The @USCHAMBER must fight harder for the American worker. China and many others are taking advantage of U.S. with our terrible trade pacts,6/29/2016 13:09
Hillary Clinton surged the trade deficit with China 40% asSecretary of State costing Americans millions of jobs.,6/21/2016 16:38
Crooked Hillary has zero imagination and even less stamina. ISIS China Russia and all would love for her to be president. 4 more years!,5/20/2016 9:47
Crooked Hillary Clinton put out an ad where I am misquoted on women. Can't believe she would misrepresent the facts! My hit was on China,5/17/2016 11:46
"The pathetic new hit ad against me misrepresents the final line. ""You can tell them to go BLANK themselves"" - was about China NOT WOMEN!",5/17/2016 11:37
If Crooked Hillary Clinton can't close the deal on Crazy Bernie how is she going to take on China Russia ISIS and all of the others?,5/14/2016 1:03
Crooked Hillary just can't close the deal with Bernie. It will be the same way with ISIS and China on trade and Mexico at the border. Bad!,5/8/2016 20:15
